1,Rock
1,Rock
2,Indie
3,Pop
3,Pop
5,Metal
2,Indie
1,Rock
1,Rock
1,Rock
1,Rock
4,Electronic
2,Indie
3,Pop
3,Pop
3,Pop
3,Pop
1,Rock
3,Pop
3,Pop
3,Pop
2,Indie
3,Pop
6,R&B
6,R&B
6,R&B
3,Pop
1,Rock
2,Indie
2,Indie
3,Pop
3,Pop
2,Indie
2,Indie
3,Pop
3,Pop
2,Indie
2,Indie
3,Pop
3,Pop
1,Rock
3,Pop
1,Rock
1,Rock
1,Rock
1,Rock
6,R&B
6,R&B
2,Indie
2,Indie
1,Rock
